Group,BuyerShortName,Country,Commodity,Identifier,IdentifierType,DistributorId,Address,City/Suburb,State,Postcode,Cost Code,Annual Load,Load Unit,Incumbent,Est. Last Year Spend,Currency Unit,Rate Unit,ActewAGL Total,AGL Total,Alinta Total,Aurora Total,CovauEnergy Total,ElysianEnergy Total,EnergyAustralia Total,ERM Total,Infigen Total,Momentum Total,NextEnergy Total,Origin Total,PerthEnergy Total,Simply Total,Best Retailer,Best Retailer Total
C&I:VIC,Toll,AU,Electricity,6102800127,NMI,CITIPP,464 St Kilda Road,MELBOURNE,AU:VIC,3000,1015520,235971.03,kWh,AGL,66367.78,AUD,c/kWh,0,42626.76,42219.98,0,54811.56,0,42073.88,40838.9,41170.87,40670.65,52519.94,41601.49,0,43247.52,Momentum,40670.65
C&I:VIC,Toll,AU,Electricity,6203819578,NMI,POWCP,2-34 Aylesbury Drive,ALTONA,AU:VIC,3018,3AGLSA07,242557.98,kWh,AGL,62276.94,AUD,c/kWh,0,59266.56,58828.79,0,69392.64,0,58734.01,57480.04,57783.01,57309.48,69312.06,58341.45,0,59891.65,Momentum,57309.48
C&I:VIC,Toll,AU,Electricity,VEEE0TEAN6,NMI,UNITED,86-102 Whiteside Road,CLAYTON SOUTH,AU:VIC,3169,1015520,208624.65,kWh,AGL,53006.41,AUD,c/kWh,0,45600.78,45139.51,0,55364.66,0,45133.91,44061.65,44289.98,44114.43,53121.64,45114.48,0,45996.29,Momentum,44114.43
C&I:VIC,Toll,AU,Electricity,VAAA002228,NMI,CITIPP,Level 7 380 St Kilda Road,MELBOURNE,AU:VIC,3004,1015520,166339.2,kWh,AGL,39790.31,AUD,c/kWh,0,31062.44955,30722.63955,0,40482.77,0,30510.86955,29512.90955,29863.24955,29573.06955,38036.08955,30182.46955,0,31454.17955,Momentum,29573.06955
C&I:VIC,Toll,AU,Electricity,6102241215,NMI,CITIPP,2/620 FOOTSCRAY Road,WEST MELBOURNE,AU:VIC,3003,1015520,135085.53,kWh,AGL,28444.55,AUD,c/kWh,0,23906.81172,23552.07172,0,32519.13,0,23406.24172,22562.60172,22856.20172,22809.06172,28759.79172,23377.47172,0,24108.31172,Momentum,22809.06172
C&I:VIC,Toll,AU,Electricity,VAAA000964,NMI,CITIPP,620 FOOTSCRAY Road,WEST MELBOURNE,AU:VIC,3003,1015520,132905.81,kWh,AGL,26598.15,AUD,c/kWh,0,27483.53,27152.82,0,34388.86,31235.26,26958.77,26099.74,26425.07,26313.18,32630.85,26820.63,0,27719.29,Momentum,26313.18
C&I:VIC,Toll,AU,Electricity,6102140545,NMI,CITIPP,Level 7 380 St Kilda Road,MELBOURNE,AU:VIC,3004,1015520,99023.06,kWh,AGL,19500.41,AUD,c/kWh,0,20331.95,20045.82,0,24362.76,0,19794.96,19039.29,19390.11,19342.65,24259.86,19665.31,0,20477.71,Momentum,19342.65
C&I:VIC,Toll,AU,Electricity,6203906019,NMI,POWCP,39-53 B/39 HORSBURGH Drive,ALTONA NORTH,AU:VIC,3025,1015520,92762.59,kWh,AGL,26662.52,AUD,c/kWh,0,26923.32502,26603.49502,0,30827.08502,0,26426.96502,25722.19502,26021.97502,26105.18502,30052.14502,26498.10502,0,26988.39502,Momentum,26105.18502
C&I:VIC,Toll,AU,Electricity,6407720958,NMI,UNITED,"BLDG-10, 43 PRINCES HIGHWAY",DOVETON,AU:VIC,3177,3AGLSA01,34040.32,kWh,AGL,5762.83,AUD,c/kWh,0,6916.535128,6680.925128,0,10278.3,8948.65,6394.685128,5872.335128,6222.055128,6410.625128,7906.645128,6460.515128,0,6824.365128,Momentum,6410.625128
C&I:WA,Toll,AU,Electricity,8002144220,NMI,WESTERNPOWER,528 Abernathy Rd,KEWDALE,AU:WA,6105,1028878,444483.89,kWh,Alinta,76985.04,AUD,c/kWh,0,0,82961.56466,0,0,0,0,0,0,0,0,0,80266.94466,0,PerthEnergy,80266.94466
C&I:WA,Toll,AU,Electricity,8001005210,NMI,WESTERNPOWER,50 Sheffield Rd,WELSHPOOL,AU:WA,6106,43791,370649.81,kWh,Alinta,87024.57,AUD,c/kWh,0,0,92511.5487,0,0,0,0,0,0,0,0,0,89486.7487,0,PerthEnergy,89486.7487
C&I:WA,Toll,AU,Electricity,8001007214,NMI,WESTERNPOWER,Lot 1-92 Robinson Ave,BELMONT,AU:WA,6104,1028878,337187.26,kWh,Alinta,73395.28,AUD,c/kWh,0,0,73004.6443,0,0,0,0,0,0,0,0,0,70224.3543,0,PerthEnergy,70224.3543
C&I:WA,Toll,AU,Electricity,8001014859,NMI,WESTERNPOWER,Lot 132 1 Casella Place,KEWDALE,AU:WA,6105,2ALINT01,234155.98,kWh,Alinta,44001.86,AUD,c/kWh,0,0,46789.70653,0,0,0,0,0,0,0,0,0,45351.74653,0,PerthEnergy,45351.74653
C&I:WA,Toll,AU,Electricity,8002021635,NMI,WESTERNPOWER,32 Cunningham DR,WEST KALGOORLIE,AU:WA,6430,2ALINT01,135010.5,kWh,Alinta,28390.59,AUD,c/kWh,0,0,30201.81632,0,0,0,0,0,0,0,0,0,29414.51632,0,PerthEnergy,29414.51632
C&I:WA,Toll,AU,Electricity,8001009216,NMI,WESTERNPOWER,283 Fitzgerald St,North Perth,AU:WA,6006,3ALINT02,133218.5,kWh,Alinta,28153.28,AUD,c/kWh,0,0,30387.69907,0,0,0,0,0,0,0,0,0,29447.22907,0,PerthEnergy,29447.22907
C&I:WA,Toll,AU,Electricity,8001001335,NMI,WESTERNPOWER,3 Casella Pl,Kewdale,AU:WA,6105,1028878,86708.45,kWh,Alinta,19071.44,AUD,c/kWh,0,0,17343.66,0,0,0,0,0,0,0,0,0,16826.21,0,PerthEnergy,16826.21
C&I:WA,Toll,AU,Electricity,8001010510,NMI,WESTERNPOWER,Lot 134 Cunningham Rd,KALGOORLIE,AU:WA,6430,2ALINT01,62317.75,kWh,Alinta,14495.53,AUD,c/kWh,0,0,13871.56925,0,0,0,0,0,0,0,0,0,13449.90925,0,PerthEnergy,13449.90925
SME:ACT,Toll,AU,Electricity,7001118764,NMI,ACTEWP,Various Locations,CANBERRA,AU:ACT,2600,1012941,12535.98,kWh,Momentum,3782.31,AUD,c/kWh,0,0,0,0,0,0,3428.11,0,0,3736.84,4414.12,3407.13,0,0,Origin,3407.13
SME:NSW,Toll,AU,Electricity,4001132278,NMI,CNRGYP,NULL Street,SPRING HILL,AU:NSW,2800,DL7257,91936.76,kWh,Momentum,27261.47,AUD,c/kWh,0,24637.94,0,0,25416.5,26414.74,0,23285.5,0,0,31397.81,24126.66,0,0,ERM,23285.5
SME:NSW,Toll,AU,Electricity,4001242306,NMI,CNRGYP,River Street,DUBBO,AU:NSW,2830,1012941,80076.8,kWh,Momentum,24958.31,AUD,c/kWh,0,21538.95,0,0,22246.33,23095.46,0,20338.29,0,0,27424.75,21088.2,0,0,ERM,20338.29
SME:NSW,Toll,AU,Electricity,4204043155,NMI,CNRGYP,Units 1&3 / 42 Bedford Street,QUEANBEYAN,AU:NSW,2620,1012941,85110.42,kWh,Momentum,24544.38,AUD,c/kWh,0,22854.24,0,0,23591.82,24504.24,0,21589.12,0,0,29110.99,22377.78,0,0,ERM,21589.12
SME:NSW,Toll,AU,Electricity,4310960148,NMI,INTEGP,2/244 Nolan Street,UNANDERRA,AU:NSW,2526,1012941,64402.79,kWh,Momentum,15837.7,AUD,c/kWh,0,13606.38,0,0,14901.65,0,14028.5,12971.52,0,0,17183.93,13473.13,0,0,ERM,12971.52
SME:NSW,Toll,AU,Electricity,4311143491,NMI,INTEGP,241 Shell Harbour Road,WARRAWONG,AU:NSW,2502,1012941,57934.87,kWh,Momentum,14110.19,AUD,c/kWh,0,12277.02,0,0,13450.25,0,12655.51,11704.46,0,0,15502.26,12154.88,0,0,ERM,11704.46
SME:NSW,Toll,AU,Electricity,4001001843,NMI,CNRGYP,11 Leewood Drive,ORANGE,AU:NSW,2800,1012941,66102.63,kWh,Momentum,18463.5,AUD,c/kWh,0,17887.49,0,0,0,19005.12,0,16709.74,0,0,22585.41,17508.06,0,0,ERM,16709.74
SME:NSW,Toll,AU,Electricity,4204043157,NMI,CNRGYP,Units 1&3 / 42 Bedford Street,QUEANBEYAN,AU:NSW,2620,1012941,38835.22,kWh,Momentum,11383.39,AUD,c/kWh,0,10576.71,0,0,11774.42,12189.55,12077.57,10404.22,0,0,14125.78,10063.7,0,0,ERM,10404.22
SME:NSW,Toll,AU,Electricity,4310267391,NMI,INTEGP,Jessie Street Centre 2-21 Macquaire Street,PARRAMATTA,AU:NSW,2150,3MOMEN86,31571.16,kWh,Momentum,8077.93,AUD,c/kWh,0,6858.5,0,0,7534.22,0,7059.11,6539.82,0,0,8647.68,6781.44,0,0,ERM,6539.82
SME:NSW,Toll,AU,Electricity,4407131510,NMI,CNRGYP,26 HABIB Drive,SOUTH LISMORE,AU:NSW,2480,1012941,27277.61,kWh,Momentum,9222.8,AUD,c/kWh,0,7797.13,0,0,8676.32,8984.04,9422.25,7627.21,0,0,10304.68,7418.1,0,0,ERM,7627.21
SME:NSW,Toll,AU,Electricity,4001159987,NMI,CNRGYP,19 Nelson Road,NEWCASTLE,AU:NSW,2300,1012941,15951.3,kWh,Momentum,5480.63,AUD,c/kWh,0,4782.94,0,0,5105.58,5148.46,0,4403.09,0,0,5942.7,4659.48,0,0,ERM,4403.09
SME:NSW,Toll,AU,Electricity,4001198544,NMI,CNRGYP,110 Plain Street,TAMINDA,AU:NSW,2340,3MOMEN36,6078.58,kWh,Momentum,3026.53,AUD,c/kWh,0,2203.2,0,0,2466.59,2385.37,0,1949.72,0,0,2615.74,2130.15,0,0,ERM,1949.72
SME:NSW,Toll,AU,Electricity,4407095169,NMI,CNRGYP,LOT 135 ELECTRA CRES,SOUTH GRAFTON,AU:NSW,2460,1017119,3804.4,kWh,Origin,2092.7,AUD,c/kWh,0,1553.55,0,0,1782.81,1687.19,0,1344.99,0,0,1793,1495.84,0,0,ERM,1344.99
SME:NSW,Toll,AU,Electricity,4310880053,NMI,INTEGP,"Unit 6, Explorers Court 31 Norfolk Road",NOWRA,AU:NSW,2541,1012941,3915.17,kWh,Momentum,2609.01,AUD,c/kWh,0,1174.36,0,0,1368.56,0,1214.23,1121.99,0,0,1457.15,1144.63,0,0,ERM,1121.99
SME:NSW,Toll,AU,Electricity,4103776404,NMI,ENERGYAP,"SE 1001,L 10,80 MOUNT ST",NORTH SYDNEY,AU:NSW,2060,1001358,2992.72,kWh,EnergyAustralia,1511.57,AUD,c/kWh,0,1087.84,0,0,1455.29,1423.05,1283.43,1069.23,0,0,1508.55,1071.15,0,0,ERM,1069.23
SME:NSW,Toll,AU,Electricity,4102027328,NMI,ENERGYAP,75 MANN ST,GOSFORD,AU:NSW,2250,1001358,3082.89,kWh,EnergyAustralia,1587.16,AUD,c/kWh,0,0,0,0,1593.37,1501.97,1404.59,1148.42,0,0,1651.56,1287.49,0,0,ERM,1148.42
SME:NSW,Toll,AU,Electricity,4204130610,NMI,CNRGYP,"U 19, 586 DEAN ST",ALBURY,AU:NSW,2640,1001358,1722.22,kWh,EnergyAustralia,1213.83,AUD,c/kWh,0,0,0,0,1145.77,1039.02,0,785.58,0,0,1032.56,907.61,0,0,ERM,785.58
SME:NSW,Toll,AU,Electricity,4103515734,NMI,ENERGYAP,"F7, 14 FETHERSTONE ST",BANKSTOWN,AU:NSW,2200,1001358,1662.69,kWh,EnergyAustralia,1228.2,AUD,c/kWh,0,0,0,0,1166.64,1118.98,998.49,831.24,0,0,1158.8,911.74,0,0,ERM,831.24
SME:NSW,Toll,AU,Electricity,4001208760,NMI,CNRGYP,0 NULL Street,SOUTH LISMORE,AU:NSW,2480,1012941,1519.77,kWh,Momentum,1621.1,AUD,c/kWh,0,1012,0,0,1248.05,1109.47,0,816.85,0,0,1065.73,962.18,0,0,ERM,816.85
SME:NSW,Toll,AU,Electricity,4407205794,NMI,CNRGYP,5/24 HABIB Drive,SOUTH LISMORE,AU:NSW,2480,1012941,339.89,kWh,Momentum,1405.4,AUD,c/kWh,0,1067.21,0,0,1103.46,1051.25,2830.84,769.88,0,0,981.12,887.76,0,0,ERM,769.88
SME:NSW,Toll,AU,Electricity,4102246138,NMI,ENERGYAP,"SE 2, 493 HIGH ST",MAITLAND,AU:NSW,2320,1001358,73.64,kWh,EnergyAustralia,695.1,AUD,c/kWh,0,0,0,0,877.84,880.18,692.07,606.35,0,0,772.03,624.76,0,0,ERM,606.35
SME:NSW,Toll,AU,Electricity,4103076971,NMI,ENERGYAP,"F SE 11, 136 KING ST",NEWTOWN,AU:NSW,2042,1001358,47.55,kWh,EnergyAustralia,681.11,AUD,c/kWh,0,633.87,0,0,834.21,837.09,659.14,579.56,0,0,733.28,596.06,0,0,ERM,579.56
SME:QLD,Toll,AU,Electricity,QB08600007,NMI,ENERGEXP,506 MAROOCHYDORE Road,KUNDA PARK,AU:QLD,4556,1012941,66085.99,kWh,Momentum,14614.49,AUD,c/kWh,0,9805.2812,0,0,0,11994.4189,16161.0227,9564.4104,0,0,15032.1301,0,0,0,ERM,9564.4104
SME:QLD,Toll,AU,Electricity,3038239604,NMI,ERGONETP,47 Murphy St,DYSART,AU:QLD,4745,2MOMEN19,56962.21,kWh,Momentum,14979.82,AUD,c/kWh,0,0,0,0,0,0,0,12368.68,0,0,0,0,0,0,ERM,12368.68
SME:QLD,Toll,AU,Electricity,3038239591,NMI,ERGONETP,43 Murphy Street,DYSART,AU:QLD,4745,2MOMEN20,49465.33,kWh,Momentum,12821.16,AUD,c/kWh,0,0,0,0,0,0,0,10713.56,0,0,0,0,0,0,ERM,10713.56
SME:QLD,Toll,AU,Electricity,3114926121,NMI,ENERGEXP,14 Expansion Street,MOLENDINAR,AU:QLD,4214,3MOMEN71,40376.98,kWh,Momentum,10751.04,AUD,c/kWh,0,8148,0,0,8557.22,0,8913.21,7386.93,0,0,10404.7,8370.34,0,0,ERM,7386.93
SME:QLD,Toll,AU,Electricity,QB12282596,NMI,ENERGEXP,Lot 7 Mons Road,FOREST GLEN MAROOCHYDORE,AU:QLD,4558,1012941,31909.57,kWh,Momentum,8082.55,AUD,c/kWh,0,6539.84,0,0,6861.73,0,7138.43,5907.66,0,0,8343.64,6708.63,0,0,ERM,5907.66
SME:QLD,Toll,AU,Electricity,3038002710,NMI,ERGONETP,1/16 BERESFORD CRESCENT,DYSART,AU:QLD,4745,2MOMEN17,6219.26,kWh,Momentum,2901.86,AUD,c/kWh,0,0,0,0,0,0,0,1662.09,0,0,0,0,0,0,ERM,1662.09
SME:QLD,Toll,AU,Electricity,3038003091,NMI,ERGONETP,2/16 BERESFORD CRESCENT,DYSART,AU:QLD,4745,2MOMEN38,2368.03,kWh,Momentum,2190.56,AUD,c/kWh,0,0,0,0,0,0,0,964.3,0,0,0,0,0,0,ERM,964.3
SME:QLD,Toll,AU,Electricity,3050071513,NMI,ERGONETP,29 YEATES CRESCENT,DYSART,AU:QLD,4745,2MOMEN21,3787.87,kWh,Momentum,2714.81,AUD,c/kWh,0,0,0,0,0,0,0,1254.01,0,0,0,0,0,0,ERM,1254.01
SME:QLD,Toll,AU,Electricity,3041781651,NMI,ERGONETP,103 March Street,MARYBOROUGH,AU:QLD,4650,1012941,68.41,kWh,Momentum,1635.49,AUD,c/kWh,0,0,0,0,0,0,0,616.01,0,0,0,0,0,0,ERM,616.01
SME:SA,Toll,AU,Electricity,2002112558,NMI,UMPLP,"U 3,3 Park Way",Mawson Lakes,AU:SA,5095,MOMENTUM,25072.61,kWh,Momentum,10746.29,AUD,c/kWh,0,8512.56,0,0,0,8529.15,9247.27,7149.68,0,0,12850.14,8115.3,0,0,ERM,7149.68
SME:VIC,Toll,AU,Electricity,6102041040,NMI,CITIPP,Level 15 380 St Kilda Road,MELBOURNE,AU:VIC,3004,3ORIGI01,130156.91,kWh,Origin,28420.98,AUD,c/kWh,0,25660.9764,0,0,31648.2642,27774.4878,38526.2976,22649.3142,0,0,34119.6324,35402.7312,0,0,ERM,22649.3142
SME:VIC,Toll,AU,Electricity,6203347696,NMI,POWCP,Lot 1 Hairpin Street,BENDIGO,AU:VIC,3550,1017119,78828.66,kWh,Origin,17182.23,AUD,c/kWh,0,16205.0304,0,0,18755.6096,0,19653.9408,13751.0256,0,0,20776.34,0,0,0,ERM,13751.0256
SME:VIC,Toll,AU,Electricity,6001003182,NMI,SOLARISP,20 Simcock Avenue,SPOTSWOOD,AU:VIC,3015,3ORIGI01,74503.45,kWh,Origin,15804.42,AUD,c/kWh,0,15516.31,0,0,17102.37,16033.69,17208.92,14207.98,0,0,20753.74,17308.03,0,0,ERM,14207.98
SME:VIC,Toll,AU,Electricity,6203701672,NMI,POWCP,22 Hume Reserve Court,NORTH GEELONG,AU:VIC,3215,1017119,41482.32,kWh,Origin,10067.3,AUD,c/kWh,0,10428.7596,0,0,12094.6588,0,12516.5972,9003.8736,0,0,13349.744,0,0,0,ERM,9003.8736
SME:VIC,Toll,AU,Electricity,6102750610,NMI,CITIPP,93-111 Sims Street,WEST FOOTSCRAY,AU:VIC,3012,1017119,53289.61,kWh,Origin,5145.98,AUD,c/kWh,0,11298.6,0,0,11864.94,12803.35,12868.31,9898.11,0,0,14724.94,0,0,0,ERM,9898.11
SME:VIC,Toll,AU,Electricity,6001278438,NMI,SOLARISP,18 SIMCOCK AVENUE,SPOTSWOOD,AU:VIC,3015,3ORIGI01,29195.91,kWh,Origin,5969.68,AUD,c/kWh,0,5991.03,0,0,6649.7,6110.41,6561.9,5172.02,0,0,7975.65,6534.68,0,0,ERM,5172.02
SME:VIC,Toll,AU,Electricity,VAAA000861,NMI,CITIPP,Level 7 380 St Kilda Road,MELBOURNE,AU:VIC,3004,3ORIGI01,19839.61,kWh,Origin,4846.5,AUD,c/kWh,0,4431.29,0,0,4936.46,4728.69,5328.56,4119.55,0,0,6042.3,4678.38,0,0,ERM,4119.55
SME:VIC,Toll,AU,Electricity,6305411789,NMI,EASTERN,4 DREW CT,WURRUK,AU:VIC,3850,7ORIGI01,20528.01,kWh,Origin,5618.18,AUD,c/kWh,0,5545.1,0,0,5966.97,5839.13,6043.02,5367.19,0,0,7427.08,6798.49,0,0,ERM,5367.19
SME:VIC,Toll,AU,Electricity,6305899840,NMI,EASTERN,OFF 3/ 72 Monash Dr,Dandenong South,AU:VIC,3175,1017119,18880.55,kWh,Origin,6035.08,AUD,c/kWh,0,5796.6,0,0,6253.29,0,6142.38,5459.68,0,0,4121.49,5985.07,0,0,ERM,5459.68
SME:VIC,Toll,AU,Electricity,6103002249,NMI,CITIPP,Level 1 179 Queen Street,MELBOURNE,AU:VIC,3004,1017119,14827.48,kWh,Origin,2304.13,AUD,c/kWh,0,3821.21,0,0,3934.04,4014.25,4428.18,3334.34,0,0,4813.93,4071.32,0,0,ERM,3334.34
SME:VIC,Toll,AU,Electricity,6305438018,NMI,EASTERN,41 Jones Road,MORWELL,AU:VIC,3840,3ORIGI01,12741.9,kWh,Origin,3589.57,AUD,c/kWh,0,3985.98,0,0,4353.87,0,4284.85,3767.87,0,0,2083.93,4121.38,0,0,ERM,3767.87
SME:VIC,Toll,AU,Electricity,6203906029,NMI,POWCP,"LIGHTING, 62 HORSBURGH Drive",ALTONA NORTH,AU:VIC,3025,1017119,6299.72,kWh,Origin,1673.6,AUD,c/kWh,0,1686.83,0,0,1997.29,1829.63,2231.54,1536.79,0,0,2412.52,1782.36,0,0,ERM,1536.79
SME:VIC,Toll,AU,Electricity,6203638140,NMI,POWCP,LOT 14 Bathhurst Court,MILDURA,AU:VIC,3502,1017119,4272.04,kWh,Origin,1179.9,AUD,c/kWh,0,1246,0,0,1411.61,1311.95,0,1017.55,0,0,1703.2,1232,0,0,ERM,1017.55
SME:VIC,Toll,AU,Electricity,6305411790,NMI,EASTERN,5 Drew Court,WURRUK,AU:VIC,3850,7ORIGI01,2093.57,kWh,Origin,752.94,AUD,c/kWh,0,918.52,0,0,1110.11,0,1122.7,833.18,0,0,746.88,950.17,0,0,ERM,833.18
SME:VIC,Toll,AU,Electricity,6305438014,NMI,EASTERN,11 Mc Quade St,MORWELL,AU:VIC,3840,3ORIGI01,642.84,kWh,Origin,468.62,AUD,c/kWh,0,544.13,0,0,698.46,0,727.49,433.38,0,0,584.41,554.78,0,0,ERM,433.38
SME:VIC,Toll,AU,Electricity,6305438017,NMI,EASTERN,41 Jones Road,MORWELL,AU:VIC,3840,3ORIGI01,497.48,kWh,Origin,475.03,AUD,c/kWh,0,506.62,0,0,657.22,0,687.89,393.29,0,0,568.12,515.2,0,0,ERM,393.29
SME:WA,Toll,AU,Electricity,8002332422,NMI,WESTERNPOWER,"162 Talbot Rd,",Hazelmere,AU:WA,6055,3ELECT26,396218.32,kWh,Synergy,181075.31,AUD,c/kWh,0,0,93366.93,0,0,0,0,0,0,0,0,0,85821.74,0,PerthEnergy,85821.74
